,DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,sat_score,AP Test Takers ,Total Exams Taken,Number of Exams with scores 3 4 or 5,Demographic,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Dropped Out - n,Dropped Out - % of cohort,schoolyear,total_enrollment,ell_num,ell_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,boro,lat,lon
1135,12X251,EXPLORATIONS ACADEMY,57,381.0,381.0,360.0,1122.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,69.0,50,72.5%,12,17.399999999999999%,20102011,370,65.0,17.6,5,1.4,107,28.9,253,68.4,5,1.4,186.0,50.3,184.0,49.7,Bronx,40.835937328000455,-73.89046769299966
1136,12X251,EXPLORATIONS ACADEMY,57,381.0,381.0,360.0,1122.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,69.0,50,72.5%,12,17.399999999999999%,20112012,362,72.0,19.9,6,1.7,113,31.2,237,65.5,5,1.4,184.0,50.8,178.0,49.2,Bronx,40.835937328000455,-73.89046769299966
1137,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20052006,119,3.0,2.5,3,2.5,49,41.2,66,55.5,1,0.8,50.0,42.0,69.0,58.0,Bronx,40.82776397900045,-73.90038681299967
1138,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20062007,158,4.0,2.5,2,1.3,56,35.4,100,63.3,0,0.0,65.0,41.1,93.0,58.9,Bronx,40.82776397900045,-73.90038681299967
1139,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20072008,267,31.0,11.6,1,0.4,82,30.7,182,68.2,0,0.0,127.0,47.6,140.0,52.4,Bronx,40.82776397900045,-73.90038681299967
1140,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20082009,308,29.0,9.4,4,1.3,85,27.6,218,70.8,0,0.0,158.0,51.3,150.0,48.7,Bronx,40.82776397900045,-73.90038681299967
1141,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20092010,351,45.0,12.8,4,1.1,90,25.6,257,73.2,0,0.0,168.0,47.9,183.0,52.1,Bronx,40.82776397900045,-73.90038681299967
1142,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20102011,353,50.0,14.2,3,0.8,90,25.5,259,73.4,1,0.3,164.0,46.5,189.0,53.5,Bronx,40.82776397900045,-73.90038681299967
1143,12X267,BRONX LATIN,36,408.0,432.0,411.0,1251.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,2.0,s,s,s,s,20112012,418,57.0,13.6,1,0.2,107,25.6,306,73.2,4,1.0,208.0,49.8,210.0,50.2,Bronx,40.82776397900045,-73.90038681299967
1144,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20052006,304,33.0,10.9,6,2.0,145,47.7,142,46.7,5,1.6,161.0,53.0,143.0,47.0,Bronx,40.83695342600049,-73.88796175799969
1145,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20062007,487,64.0,13.1,8,1.6,186,38.2,284,58.3,8,1.6,277.0,56.9,210.0,43.1,Bronx,40.83695342600049,-73.88796175799969
1146,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20072008,611,82.0,13.4,6,1.0,222,36.3,375,61.4,8,1.3,333.0,54.5,278.0,45.5,Bronx,40.83695342600049,-73.88796175799969
1147,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20082009,620,62.0,10.0,10,1.6,207,33.4,394,63.5,9,1.5,337.0,54.4,283.0,45.6,Bronx,40.83695342600049,-73.88796175799969
1148,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20092010,621,69.0,11.1,13,2.1,207,33.3,394,63.4,6,1.0,333.0,53.6,288.0,46.4,Bronx,40.83695342600049,-73.88796175799969
1149,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20102011,629,71.0,11.3,17,2.7,193,30.7,414,65.8,3,0.5,330.0,52.5,299.0,47.5,Bronx,40.83695342600049,-73.88796175799969
1150,12X271,EAST BRONX ACADEMY FOR THE FUTURE,46,366.0,378.0,358.0,1102.0,32.0,37.0,154.64675592173018,Total Cohort,2006,74.0,50,67.599999999999994%,9,12.2%,20112012,619,72.0,11.6,12,1.9,182,29.4,423,68.3,1,0.2,328.0,53.0,291.0,47.0,Bronx,40.83695342600049,-73.88796175799969
1151,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20052006,186,11.0,5.9,2,1.1,47,25.3,119,64.0,13,7.0,93.0,50.0,93.0,50.0,Bronx,40.82522606000049,-73.89394988899966
1152,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20062007,280,18.0,6.4,5,1.8,78,27.9,175,62.5,13,4.6,132.0,47.1,148.0,52.9,Bronx,40.82522606000049,-73.89394988899966
1153,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20072008,324,31.0,9.6,3,0.9,91,28.1,215,66.4,8,2.5,152.0,46.9,172.0,53.1,Bronx,40.82522606000049,-73.89394988899966
1154,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20082009,337,26.0,7.7,7,2.1,109,32.3,209,62.0,8,2.4,160.0,47.5,177.0,52.5,Bronx,40.82522606000049,-73.89394988899966
1155,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20092010,330,26.0,7.9,6,1.8,110,33.3,205,62.1,4,1.2,148.0,44.8,182.0,55.2,Bronx,40.82522606000049,-73.89394988899966
1156,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20102011,279,39.0,14.0,4,1.4,102,36.6,168,60.2,2,0.7,126.0,45.2,153.0,54.8,Bronx,40.82522606000049,-73.89394988899966
1157,12X278,PEACE AND DIVERSITY ACADEMY,34,390.0,401.0,364.0,1155.0,8.0,8.0,154.64675592173018,Total Cohort,2006,96.0,47,49%,15,15.6%,20112012,231,32.0,13.9,4,1.7,101,43.7,124,53.7,2,0.9,104.0,45.0,127.0,55.0,Bronx,40.82522606000049,-73.89394988899966
1168,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20052006,373,215.0,57.6,10,2.7,23,6.2,335,89.8,2,0.5,177.0,47.5,196.0,52.5,Bronx,40.831366490000455,-73.87882327699964
1169,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20062007,295,101.0,34.2,10,3.4,16,5.4,265,89.8,3,1.0,127.0,43.1,168.0,56.9,Bronx,40.831366490000455,-73.87882327699964
1170,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20072008,299,233.0,77.9,8,2.7,20,6.7,269,90.0,0,0.0,144.0,48.2,155.0,51.8,Bronx,40.831366490000455,-73.87882327699964
1171,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20082009,292,262.0,89.7,18,6.2,19,6.5,253,86.6,1,0.3,145.0,49.7,147.0,50.3,Bronx,40.831366490000455,-73.87882327699964
1172,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20092010,318,285.0,89.6,14,4.4,20,6.3,277,87.1,3,0.9,157.0,49.4,161.0,50.6,Bronx,40.831366490000455,-73.87882327699964
1173,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20102011,379,333.0,87.9,16,4.2,25,6.6,283,74.7,4,1.1,199.0,52.5,180.0,47.5,Bronx,40.831366490000455,-73.87882327699964
1174,12X550,HIGH SCHOOL OF WORLD CULTURES,42,304.0,323.0,312.0,939.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,52.0,36,69.2%,1,1.9%,20112012,369,319.0,86.4,9,2.4,40,10.8,312,84.6,2,0.5,192.0,52.0,177.0,48.0,Bronx,40.831366490000455,-73.87882327699964
1175,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20052006,467,41.0,8.8,2,0.4,157,33.6,294,63.0,6,1.3,222.0,47.5,245.0,52.5,Bronx,40.83080715400047,-73.88602131599964
1176,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20062007,473,34.0,7.2,3,0.6,153,32.3,307,64.9,1,0.2,234.0,49.5,239.0,50.5,Bronx,40.83080715400047,-73.88602131599964
1177,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20072008,490,50.0,10.2,4,0.8,153,31.2,328,66.9,3,0.6,227.0,46.3,263.0,53.7,Bronx,40.83080715400047,-73.88602131599964
1178,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20082009,501,52.0,10.4,5,1.0,163,32.5,331,66.1,1,0.2,247.0,49.3,254.0,50.7,Bronx,40.83080715400047,-73.88602131599964
1179,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20092010,514,60.0,11.7,3,0.6,150,29.2,358,69.6,2,0.4,265.0,51.6,249.0,48.4,Bronx,40.83080715400047,-73.88602131599964
1180,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20102011,506,56.0,11.1,0,0.0,145,28.7,359,70.9,2,0.4,280.0,55.3,226.0,44.7,Bronx,40.83080715400047,-73.88602131599964
1181,12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,72,342.0,346.0,341.0,1029.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,119.0,72,60.5%,9,7.6%,20112012,477,55.0,11.5,1,0.2,146,30.6,328,68.8,1,0.2,258.0,54.1,219.0,45.9,Bronx,40.83080715400047,-73.88602131599964
1182,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20052006,574,24.0,4.2,10,1.7,235,40.9,298,51.9,6,1.0,290.0,50.5,284.0,49.5,Bronx,40.84180522100047,-73.87541771299966
1183,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20062007,550,18.0,3.3,7,1.3,221,40.2,285,51.8,5,0.9,274.0,49.8,276.0,50.2,Bronx,40.84180522100047,-73.87541771299966
1184,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20072008,531,33.0,6.2,8,1.5,228,42.9,269,50.7,3,0.6,266.0,50.1,265.0,49.9,Bronx,40.84180522100047,-73.87541771299966
1185,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20082009,532,37.0,7.0,11,2.1,253,47.6,256,48.1,2,0.4,268.0,50.4,264.0,49.6,Bronx,40.84180522100047,-73.87541771299966
1186,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20092010,512,32.0,6.3,13,2.5,242,47.3,238,46.5,6,1.2,271.0,52.9,241.0,47.1,Bronx,40.84180522100047,-73.87541771299966
1187,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20102011,516,30.0,5.8,10,1.9,261,50.6,230,44.6,7,1.4,259.0,50.2,257.0,49.8,Bronx,40.84180522100047,-73.87541771299966
1188,12X684,WINGS ACADEMY,66,378.0,374.0,362.0,1114.0,20.0,27.0,154.64675592173018,Total Cohort,2006,116.0,77,66.400000000000006%,12,10.3%,20112012,538,24.0,4.5,7,1.3,296,55.0,227,42.2,7,1.3,289.0,53.7,249.0,46.3,Bronx,40.84180522100047,-73.87541771299966
1189,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20052006,529,91.0,17.2,1,0.2,140,26.5,377,71.3,6,1.1,299.0,56.5,230.0,43.5,Bronx,40.831366490000455,-73.87882327699964
1190,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20062007,510,81.0,15.9,3,0.6,122,23.9,369,72.4,7,1.4,293.0,57.5,217.0,42.5,Bronx,40.831366490000455,-73.87882327699964
1191,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20072008,520,136.0,26.2,4,0.8,117,22.5,388,74.6,5,1.0,276.0,53.1,244.0,46.9,Bronx,40.831366490000455,-73.87882327699964
1192,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20082009,498,136.0,27.3,8,1.6,112,22.5,370,74.3,5,1.0,250.0,50.2,248.0,49.8,Bronx,40.831366490000455,-73.87882327699964
1193,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20092010,472,132.0,28.0,9,1.9,94,19.9,361,76.5,3,0.6,232.0,49.2,240.0,50.8,Bronx,40.831366490000455,-73.87882327699964
1194,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20102011,450,132.0,29.3,9,2.0,75,16.7,363,80.7,2,0.4,229.0,50.9,221.0,49.1,Bronx,40.831366490000455,-73.87882327699964
1195,12X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,43,332.0,357.0,349.0,1038.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,112.0,53,47.3%,13,11.6%,20112012,466,134.0,28.8,4,0.9,95,20.4,361,77.5,6,1.3,245.0,52.6,221.0,47.4,Bronx,40.831366490000455,-73.87882327699964
1196,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20052006,348,11.0,3.2,7,2.0,265,76.1,67,19.3,3,0.9,159.0,45.7,189.0,54.3,Brooklyn,40.69634377300048,-73.97577110199967
1197,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20062007,648,14.0,2.2,9,1.4,503,77.6,118,18.2,9,1.4,286.0,44.1,362.0,55.9,Brooklyn,40.69634377300048,-73.97577110199967
1198,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20072008,600,16.0,2.7,6,1.0,480,80.0,101,16.8,8,1.3,255.0,42.5,345.0,57.5,Brooklyn,40.69634377300048,-73.97577110199967
1199,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20082009,546,13.0,2.4,7,1.3,422,77.3,105,19.2,7,1.3,214.0,39.2,332.0,60.8,Brooklyn,40.69634377300048,-73.97577110199967
1200,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20092010,521,12.0,2.3,11,2.1,385,73.9,115,22.1,3,0.6,205.0,39.3,316.0,60.7,Brooklyn,40.69634377300048,-73.97577110199967
1201,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20102011,493,12.0,2.4,2,0.4,361,73.2,121,24.5,6,1.2,185.0,37.5,308.0,62.5,Brooklyn,40.69634377300048,-73.97577110199967
1202,13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,29,352.0,349.0,373.0,1074.0,17.0,22.0,154.64675592173018,Total Cohort,2006,81.0,66,81.5%,3,3.7%,20112012,443,19.0,4.3,2,0.5,319,72.0,109,24.6,8,1.8,164.0,37.0,279.0,63.0,Brooklyn,40.69634377300048,-73.97577110199967
1203,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20052006,110,3.0,2.7,5,4.5,69,62.7,29,26.4,2,1.8,47.0,42.7,63.0,57.3,Brooklyn,40.69717472700046,-73.98495968899965
1204,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20062007,217,2.0,0.9,5,2.3,152,70.0,52,24.0,2,0.9,100.0,46.1,117.0,53.9,Brooklyn,40.69717472700046,-73.98495968899965
1205,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20072008,308,8.0,2.6,6,1.9,219,71.1,72,23.4,4,1.3,141.0,45.8,167.0,54.2,Brooklyn,40.69717472700046,-73.98495968899965
1206,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20082009,381,10.0,2.6,9,2.4,270,70.9,87,22.8,5,1.3,179.0,47.0,202.0,53.0,Brooklyn,40.69717472700046,-73.98495968899965
1207,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20092010,411,12.0,2.9,6,1.5,299,72.7,89,21.7,3,0.7,187.0,45.5,224.0,54.5,Brooklyn,40.69717472700046,-73.98495968899965
1208,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20102011,391,15.0,3.8,8,2.0,275,70.3,95,24.3,3,0.8,168.0,43.0,223.0,57.0,Brooklyn,40.69717472700046,-73.98495968899965
1209,13K350,URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART,52,360.0,364.0,356.0,1080.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,96.0,69,71.900000000000006%,7,7.3%,20112012,431,20.0,4.6,8,1.9,316,73.3,98,22.7,4,0.9,184.0,42.7,247.0,57.3,Brooklyn,40.69717472700046,-73.98495968899965
1210,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375.0,355.0,384.0,1114.0,21.0,21.0,154.64675592173018,Total Cohort,2006,78.0,39,50%,2,2.6%,20062007,98,2.0,2.0,0,0.0,78,79.6,16,16.3,1,1.0,58.0,59.2,40.0,40.8,Brooklyn,40.69258225600049,-73.95887311699965
1211,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375.0,355.0,384.0,1114.0,21.0,21.0,154.64675592173018,Total Cohort,2006,78.0,39,50%,2,2.6%,20072008,219,6.0,2.7,1,0.5,169,77.2,34,15.5,3,1.4,111.0,50.7,108.0,49.3,Brooklyn,40.69258225600049,-73.95887311699965
1212,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375.0,355.0,384.0,1114.0,21.0,21.0,154.64675592173018,Total Cohort,2006,78.0,39,50%,2,2.6%,20082009,324,4.0,1.2,2,0.6,272,84.0,45,13.9,4,1.2,168.0,51.9,156.0,48.1,Brooklyn,40.69258225600049,-73.95887311699965
1213,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375.0,355.0,384.0,1114.0,21.0,21.0,154.64675592173018,Total Cohort,2006,78.0,39,50%,2,2.6%,20092010,426,11.0,2.6,3,0.7,353,82.9,61,14.3,3,0.7,202.0,47.4,224.0,52.6,Brooklyn,40.69258225600049,-73.95887311699965
1214,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375.0,355.0,384.0,1114.0,21.0,21.0,154.64675592173018,Total Cohort,2006,78.0,39,50%,2,2.6%,20102011,467,9.0,1.9,3,0.6,380,81.4,73,15.6,5,1.1,219.0,46.9,248.0,53.1,Brooklyn,40.69258225600049,-73.95887311699965
1215,13K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",37,375.0,355.0,384.0,1114.0,21.0,21.0,154.64675592173018,Total Cohort,2006,78.0,39,50%,2,2.6%,20112012,462,11.0,2.4,3,0.6,366,79.2,79,17.1,6,1.3,210.0,45.5,252.0,54.5,Brooklyn,40.69258225600049,-73.95887311699965
1216,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399.0,417.0,395.0,1211.0,52.0,59.0,154.64675592173018,Total Cohort,2006,231.0,137,59.3%,17,7.4%,20052006,928,15.0,1.6,54,5.8,706,76.1,108,11.6,22,2.4,499.0,53.8,429.0,46.2,Brooklyn,40.69717472700046,-73.98495968899965
1217,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399.0,417.0,395.0,1211.0,52.0,59.0,154.64675592173018,Total Cohort,2006,231.0,137,59.3%,17,7.4%,20062007,971,19.0,2.0,58,6.0,738,76.0,107,11.0,8,0.8,534.0,55.0,437.0,45.0,Brooklyn,40.69717472700046,-73.98495968899965
1218,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399.0,417.0,395.0,1211.0,52.0,59.0,154.64675592173018,Total Cohort,2006,231.0,137,59.3%,17,7.4%,20072008,954,37.0,3.9,54,5.7,716,75.1,104,10.9,13,1.4,551.0,57.8,403.0,42.2,Brooklyn,40.69717472700046,-73.98495968899965
1219,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399.0,417.0,395.0,1211.0,52.0,59.0,154.64675592173018,Total Cohort,2006,231.0,137,59.3%,17,7.4%,20082009,956,36.0,3.8,53,5.5,775,81.1,111,11.6,12,1.3,566.0,59.2,390.0,40.8,Brooklyn,40.69717472700046,-73.98495968899965
1220,13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",92,399.0,417.0,395.0,1211.0,52.0,59.0,154.64675592173018,Total Cohort,2006,231.0,137,59.3%,17,7.4%,20092010,794,41.0,5.2,51,6.4,638,80.4,85,10.7,12,1.5,489.0,61.6,305.0,38.4,Brooklyn,40.69717472700046,-73.98495968899965
